PP,C,Condition,timestamp,HR,RMSSD,SCL,,,,,
PP7,3,I,20121002T160300000,66,0.069719,401.767791,,,,,
PP8,1,R,20121004T093400000,999,999,443.907307,,,,,
PP8,1,R,20121004T093500000,999,999,336.305089,,,,,
PP8,1,R,20121004T093600000,999,999,278.921925,,,,,
PP8,1,R,20121004T093700000,999,999,319.838755,,,,,
PP8,1,R,20121004T093800000,999,999,330.74847,,,,,
PP8,1,R,20121004T093900000,999,999,298.442912,,,,,
PP8,1,N,20121004T094500000,999,999,299.346042,,,,,
PP8,1,N,20121004T094600000,999,999,312.460453,,,,,
PP8,1,N,20121004T094700000,999,999,307.46307,,,,,
PP8,1,N,20121004T094800000,999,999,292.016581,,,,,
PP8,1,N,20121004T094900000,999,999,293.308674,,,,,
PP8,1,N,20121004T095000000,999,999,999,,added,,,
PP8,1,N,20121004T095100000,999,999,999,,added,,,
PP8,1,N,20121004T095200000,999,999,999,,added,,,
PP8,1,N,20121004T095300000,999,999,999,,added,,,
PP8,1,N,20121004T095400000,999,999,999,,added,,,
PP8,1,N,20121004T095500000,999,999,999,,added,,,
PP8,1,N,20121004T095600000,999,999,999,,added,,,
PP8,1,N,20121004T095700000,999,999,999,,added,,,
PP8,1,N,20121004T095800000,999,999,999,,added,,,
PP8,1,N,20121004T095900000,999,999,999,,added,,,
PP8,1,N,20121004T100000000,999,999,999,,added,,,
PP8,1,N,20121004T100100000,999,999,999,,added,,,
PP8,1,N,20121004T100200000,999,999,999,,added,,,
PP8,1,N,20121004T100300000,999,999,999,,added,,,
PP8,1,N,20121004T100400000,999,999,999,,added,,,
PP8,1,N,20121004T100500000,999,999,999,,added,,,
PP8,1,N,20121004T100600000,999,999,999,,added,,,
PP8,1,N,20121004T100700000,999,999,999,,added,,,
PP8,1,N,20121004T100800000,999,999,999,,added,,,
PP8,1,N,20121004T100900000,999,999,999,,added,,,
PP8,1,N,20121004T101000000,999,999,999,,added,,,
PP8,1,N,20121004T101100000,999,999,999,,added,,,
PP8,1,N,20121004T101200000,999,999,999,,added,,,
PP8,1,N,20121004T101300000,999,999,999,,added,,,
PP8,1,N,20121004T101400000,999,999,999,,added,,,
PP8,1,N,20121004T101500000,999,999,999,,added,,,
PP8,1,N,20121004T101600000,999,999,999,,added,,,
PP8,1,N,20121004T101700000,999,999,999,,added,,,
PP8,1,N,20121004T101800000,999,999,999,,added,,,
PP8,1,N,20121004T101900000,999,999,999,,added,,,
PP8,1,N,20121004T102000000,999,999,999,,added,,,
PP8,1,N,20121004T102100000,999,999,999,,added,,,
PP8,1,N,20121004T102200000,999,999,999,,added,,,
PP8,1,N,20121004T102300000,999,999,999,,added,,,
PP8,2,R,20121004T103900000,999,999,278.177982,,,,,
PP8,2,R,20121004T104000000,999,999,288.476041,,,,,
PP8,2,R,20121004T104100000,999,999,315.014383,,,,,
PP8,2,R,20121004T104200000,999,999,320.490458,,,,,
PP8,2,R,20121004T104300000,999,999,315.232498,,,,,
PP8,2,R,20121004T104400000,999,999,334.091942,,,,,
PP8,2,I,20121004T104800000,999,999,264.168726,,,,,
PP8,2,I,20121004T104900000,999,999,270.322076,,,,,
PP8,2,I,20121004T105000000,999,999,275.885183,,,,,
PP8,2,I,20121004T105100000,999,999,261.328323,,,,,
PP8,2,I,20121004T105200000,999,999,261.916957,,,,,
PP8,2,I,20121004T105300000,999,999,276.971879,,,,,
PP8,2,I,20121004T105400000,999,999,274.529924,,,,,
PP8,2,I,20121004T105500000,999,999,283.587055,,,,,
PP8,2,I,20121004T105600000,999,999,303.236743,,,,,
PP8,2,I,20121004T105700000,999,999,298.186092,,,,,
PP8,2,I,20121004T105800000,999,999,999,,added,,,
PP8,2,I,20121004T105900000,999,999,999,,added,,,
PP8,2,I,20121004T110000000,999,999,999,,added,,,
PP8,2,I,20121004T110100000,999,999,999,,added,,,
PP8,2,I,20121004T110200000,999,999,999,,added,,,
PP8,2,I,20121004T110300000,999,999,999,,added,,,
PP8,2,I,20121004T110400000,999,999,999,,added,,,
PP8,2,I,20121004T110500000,999,999,999,,added,,,
PP8,2,I,20121004T110600000,999,999,999,,added,,,
PP8,2,I,20121004T110700000,999,999,999,,added,,,
PP8,2,I,20121004T110800000,999,999,999,,added,,,
PP8,2,I,20121004T110900000,999,999,999,,added,,,
PP8,2,I,20121004T111000000,999,999,999,,added,,,
PP8,2,I,20121004T111100000,999,999,999,,added,,,
PP8,2,I,20121004T111200000,999,999,999,,added,,,
PP8,2,I,20121004T111300000,999,999,999,,added,,,
PP8,2,I,20121004T111400000,999,999,999,,added,,,
PP8,2,I,20121004T111500000,999,999,999,,added,,,
PP8,2,I,20121004T111600000,999,999,999,,added,,,
PP8,2,I,20121004T111700000,999,999,999,,added,,,
PP8,2,I,20121004T111800000,999,999,999,,added,,,
PP8,2,I,20121004T111900000,999,999,999,,added,,,
PP8,2,I,20121004T112000000,999,999,999,,added,,,
PP8,2,I,20121004T112100000,999,999,999,,added,,,
PP8,2,I,20121004T112200000,999,999,999,,added,,,
PP8,3,R,20121004T113700000,999,999,262.097723,,,,,
PP8,3,R,20121004T113800000,999,999,278.59948,,,,,
PP8,3,R,20121004T113900000,999,999,274.87939,,,,,
PP8,3,R,20121004T114000000,999,999,277.036031,,,,,
PP8,3,R,20121004T114100000,999,999,310.237244,,,,,
PP8,3,R,20121004T114200000,999,999,326.603632,,,,,
PP8,3,T,20121004T114600000,999,999,296.521542,,,,,
PP8,3,T,20121004T114700000,999,999,271.015219,,,,,
PP8,3,T,20121004T114800000,999,999,279.181397,,,,,
PP8,3,T,20121004T114900000,999,999,301.970894,,,,,
PP8,3,T,20121004T115000000,999,999,301.201289,,,,,
PP8,3,T,20121004T115100000,999,999,296.506532,,,,,
PP8,3,T,20121004T115200000,999,999,304.320012,,,,,
PP8,3,T,20121004T115300000,999,999,332.439674,,,,,
PP8,3,T,20121004T115400000,999,999,318.482945,,,,,
PP8,3,T,20121004T115500000,999,999,329.010877,,,,,
PP8,3,T,20121004T115600000,999,999,313.613755,,,,,
PP8,3,T,20121004T115700000,999,999,313.747886,,,,,
PP8,3,T,20121004T115800000,999,999,321.84935,,,,,
PP8,3,T,20121004T115900000,999,999,335.64967,,,,,
PP8,3,T,20121004T120000000,999,999,327.716849,,,,,
PP8,3,T,20121004T120100000,999,999,320.184409,,,,,
PP8,3,T,20121004T120200000,999,999,291.568979,,,,,
PP8,3,T,20121004T120300000,999,999,276.016772,,,,,
PP8,3,T,20121004T120400000,999,999,283.700315,,,,,
PP8,3,T,20121004T120500000,999,999,300.5117,,,,,
PP8,3,T,20121004T120600000,999,999,300.024022,,,,,
PP8,3,T,20121004T120700000,999,999,315.903233,,,,,
PP8,3,T,20121004T120800000,999,999,308.217567,,,,,
PP8,3,T,20121004T120900000,999,999,315.457836,,,,,
PP9,1,R,20121004T140100000,69,0.070861,1414.989532,,,,,
PP9,1,R,20121004T140200000,68,0.043595,1414.483682,,,,,
PP9,1,R,20121004T140300000,72,0.0466,1213.976086,,,,,
PP9,1,R,20121004T140400000,70,0.03921,1210.897055,,,,,
PP9,1,R,20121004T140500000,999,999,1258.239651,,,,,
PP9,1,R,20121004T140600000,999,999,1259.24127,,,,,
PP9,1,N,20121004T141200000,999,999,996.622709,,,,,
PP9,1,N,20121004T141300000,999,999,822.994259,,,,,
PP9,1,N,20121004T141400000,75,0.061703,813.287863,,,,,
PP9,1,N,20121004T141500000,999,999,901.783242,,,,,
PP9,1,N,20121004T141600000,999,999,1061.661018,,,,,
PP9,1,N,20121004T141700000,77,0.128189,1014.516632,,,,,
PP9,1,N,20121004T141800000,77,0.059037,918.839918,,,,,
PP9,1,N,20121004T141900000,999,999,1018.071397,,,,,
PP9,1,N,20121004T142000000,999,999,1040.103982,,,,,
PP9,1,N,20121004T142100000,73,0.08122,970.335189,,,,,
PP9,1,N,20121004T142200000,999,999,635.058663,,,,,
PP9,1,N,20121004T142300000,999,999,406.296728,,,,,
PP9,1,N,20121004T142400000,999,999,654.071971,,,,,
PP9,1,N,20121004T142500000,999,999,894.143239,,,,,
PP9,1,N,20121004T142600000,999,999,1059.452025,,,,,
PP9,1,N,20121004T142700000,999,999,1102.762585,,,,,
PP9,1,N,20121004T142800000,999,999,1116.230064,,,,,
PP9,1,N,20121004T142900000,999,999,1161.592708,,,,,
PP9,1,N,20121004T143000000,999,999,1007.368903,,,,,
PP9,1,N,20121004T143100000,78,0.123912,1037.796732,,,,,
PP9,1,N,20121004T143200000,999,999,864.717014,,,,,
PP9,1,N,20121004T143300000,999,999,946.665106,,,,,
PP9,1,N,20121004T143400000,999,999,770.716814,,,,,
PP9,1,N,20121004T143500000,999,999,796.853382,,,,,
PP9,1,N,20121004T143600000,999,999,934.642723,,,,,
PP9,1,N,20121004T143700000,999,999,728.88221,,,,,
PP9,1,N,20121004T143800000,999,999,425.265418,,,,,
PP9,1,N,20121004T143900000,999,999,762.734872,,,,,
PP9,1,N,20121004T144000000,999,999,1021.535778,,,,,
PP9,1,N,20121004T144100000,999,999,972.861938,,,,,
PP9,1,N,20121004T144200000,999,999,814.732887,,,,,
PP9,1,N,20121004T144300000,999,999,999,,added,,,
PP9,1,N,20121004T144400000,999,999,999,,added,,,
PP9,1,N,20121004T144500000,999,999,999,,added,,,
PP9,1,N,20121004T144600000,999,999,999,,added,,,
PP9,1,N,20121004T144700000,999,999,999,,added,,,
PP9,1,N,20121004T144800000,999,999,999,,added,,,
PP9,1,N,20121004T144900000,999,999,999,,added,,,
PP9,2,R,20121004T150600000,64,0.061234,1264.332841,,,,,
PP9,2,R,20121004T150700000,65,0.048977,1333.237513,,,,,
PP9,2,R,20121004T150800000,65,0.053875,1423.888511,,,,,
PP9,2,R,20121004T150900000,65,0.059542,1455.23043,,,,,
PP9,2,R,20121004T151000000,64,0.046415,1442.780407,,,,,
PP9,2,R,20121004T151100000,61,0.069358,1388.56358,,,,,
PP9,2,T,20121004T151500000,999,999,757.455069,,,,,
PP9,2,T,20121004T151600000,999,999,856.383966,,,,,
PP9,2,T,20121004T151700000,64,0.054596,993.575164,,,,,
PP9,2,T,20121004T151800000,999,999,1033.712839,,,,,
PP9,2,T,20121004T151900000,68,0.052164,1002.829089,,,,,
PP9,2,T,20121004T152000000,67,0.059448,956.750037,,,,,
PP9,2,T,20121004T152100000,66,0.047998,807.93363,,,,,
PP9,2,T,20121004T152200000,65,0.046221,767.309105,,,,,
PP9,2,T,20121004T152300000,67,0.054809,823.51996,,,,,
PP9,2,T,20121004T152400000,63,0.054378,791.353477,,,,,
PP9,2,T,20121004T152500000,999,999,814.307262,,,,,
PP9,2,T,20121004T152600000,999,999,684.513762,,,,,
PP9,2,T,20121004T152700000,999,999,662.772245,,,,,
PP9,2,T,20121004T152800000,999,999,824.819726,,,,,
PP9,2,T,20121004T152900000,999,999,823.765593,,,,,
PP9,2,T,20121004T153000000,999,999,896.743518,,,,,
PP9,2,T,20121004T153100000,999,999,1029.153983,,,,,
PP9,2,T,20121004T153200000,999,999,1133.070387,,,,,
PP9,2,T,20121004T153300000,999,999,994.173245,,,,,
PP9,2,T,20121004T153400000,999,999,729.385952,,,,,
PP9,2,T,20121004T153500000,999,999,558.652341,,,,,
PP9,2,T,20121004T153600000,999,999,567.606144,,,,,
PP9,2,T,20121004T153700000,999,999,500.348306,,,,,
PP9,2,T,20121004T153800000,999,999,565.749136,,,,,
PP9,2,T,20121004T153900000,999,999,576.056435,,,,,
PP9,2,T,20121004T154000000,999,999,655.530926,,,,,
PP9,2,T,20121004T154100000,999,999,999,,added,,,
PP9,3,R,20121004T155600000,57,0.059915,978.783987,,,,,
PP9,3,R,20121004T155700000,70,0.052126,1139.540821,,,,,
PP9,3,R,20121004T155800000,65,0.052652,1193.674674,,,,,
PP9,3,R,20121004T155900000,70,0.05048,1188.109959,,,,,
PP9,3,R,20121004T160000000,73,0.039719,1089.107756,,,,,
PP9,3,R,20121004T160100000,68,0.046943,988.790095,,,,,
PP9,3,I,20121004T160500000,999,999,1190.36355,,,,,
PP9,3,I,20121004T160600000,999,999,1076.032128,,,,,
PP9,3,I,20121004T160700000,999,999,867.7611,,,,,
PP9,3,I,20121004T160800000,69,0.300482,859.114885,,,,,
PP9,3,I,20121004T160900000,999,999,878.310989,,,,,
PP9,3,I,20121004T161000000,67,0.152193,910.096794,,,,,
PP9,3,I,20121004T161100000,72,0.042926,1020.018023,,,,,
PP9,3,I,20121004T161200000,70,0.044837,992.62669,,,,,
PP9,3,I,20121004T161300000,67,0.04351,956.88907,,,,,
PP9,3,I,20121004T161400000,64,0.0717,841.955957,,,,,
PP9,3,I,20121004T161500000,999,999,787.594392,,,,,
PP9,3,I,20121004T161600000,999,999,844.382622,,,,,
PP9,3,I,20121004T161700000,63,0.050057,651.550621,,,,,
PP9,3,I,20121004T161800000,66,0.055319,676.402611,,,,,
PP9,3,I,20121004T161900000,64,0.065177,654.114714,,,,,
PP9,3,I,20121004T162000000,62,0.079934,734.823729,,,,,
PP9,3,I,20121004T162100000,61,0.217927,889.017476,,,,,
PP9,3,I,20121004T162200000,999,999,1088.553206,,,,,
PP9,3,I,20121004T162300000,999,999,1084.67318,,,,,
PP9,3,I,20121004T162400000,999,999,956.943424,,,,,
PP9,3,I,20121004T162500000,999,999,1116.273782,,,,,
PP9,3,I,20121004T162600000,999,999,1143.027205,,,,,
PP9,3,I,20121004T162700000,999,999,1204.562174,,,,,
PP9,3,I,20121004T162800000,999,999,1205.35276,,,,,
PP9,3,I,20121004T162900000,999,999,881.440332,,,,,
PP9,3,I,20121004T163000000,999,999,697.756,,,,,
PP9,3,I,20121004T163100000,999,999,555.270571,,,,,
PP9,3,I,20121004T163200000,999,999,649.871301,,,,,
PP9,3,I,20121004T163300000,999,999,670.909582,,,,,
PP9,3,I,20121004T163400000,999,999,602.090802,,,,,
PP9,3,I,20121004T163500000,999,999,695.260501,,,,,
PP9,3,I,20121004T163600000,999,999,602.959522,,,,,
PP9,3,I,20121004T163700000,63,0.179647,788.135407,,,,,
PP9,3,I,20121004T163800000,999,999,872.066995,,,,,
PP9,3,I,20121004T163900000,999,999,583.815337,,,,,
PP9,3,I,20121004T164000000,999,999,876.710034,,,,,
PP9,3,I,20121004T164100000,64,0.185283,898.744397,,,,,
PP9,3,I,20121004T164200000,999,999,950.015969,,,,,
PP9,3,I,20121004T164300000,65,0.055751,945.757027,,,,,
PP10,1,R,20121008T131200000,62,0.185148,117.797105,,,,,
PP10,1,R,20121008T131300000,64,0.081146,119.844804,,,,,
PP10,1,R,20121008T131400000,65,0.061555,123.871781,,,,,
PP10,1,R,20121008T131500000,999,999,137.368334,,,,,
PP10,1,R,20121008T131600000,68,0.174655,143.367334,,,,,
PP10,1,R,20121008T131700000,999,999,141.567179,,,,,
PP10,1,N,20121008T132000000,68,0.047916,106.215068,,,,,
PP10,1,N,20121008T132100000,73,0.04806,111.604428,,,,,
PP10,1,N,20121008T132200000,67,0.115511,95.465001,,,,,
PP10,1,N,20121008T132300000,70,0.061185,95.27261,,,,,
PP10,1,N,20121008T132400000,66,0.057286,95.91314,,,,,
PP10,1,N,20121008T132500000,73,0.039635,99.864756,,,,,
PP10,1,N,20121008T132600000,999,999,96.108375,,,,,
PP10,1,N,20121008T132700000,999,999,101.142608,,,,,
PP10,1,N,20121008T132800000,73,0.107802,99.740541,,,,,
PP10,1,N,20121008T132900000,71,0.038211,93.642525,,,,,
PP10,1,N,20121008T133000000,71,0.03645,96.153542,,,,,
PP10,1,N,20121008T133100000,70,0.038596,103.566338,,,,,
PP10,1,N,20121008T133200000,999,999,108.786198,,,,,
PP10,1,N,20121008T133300000,999,999,91.253123,,,,,
PP10,1,N,20121008T133400000,999,999,96.047933,,,,,
PP10,1,N,20121008T133500000,999,999,91.915204,,,,,
PP10,1,N,20121008T133600000,999,999,87.953164,,,,,
PP10,1,N,20121008T133700000,999,999,89.009175,,,,,
PP10,1,N,20121008T133800000,72,0.160242,88.05036,,,,,
PP10,1,N,20121008T133900000,68,0.050434,86.378065,,,,,
PP10,1,N,20121008T134000000,69,0.045015,91.026062,,,,,
PP10,1,N,20121008T134100000,70,0.048141,86.970636,,,,,
PP10,1,N,20121008T134200000,72,0.039474,87.40496,,,,,
PP10,1,N,20121008T134300000,71,0.042764,87.689033,,,,,
PP10,1,N,20121008T134400000,999,999,87.647294,,,,,
PP10,1,N,20121008T134500000,71,0.036342,89.795205,,,,,
PP10,1,N,20121008T134600000,999,999,87.439004,,,,,
PP10,1,N,20121008T134700000,71,0.093816,89.207586,,,,,
PP10,1,N,20121008T134800000,71,0.165225,88.825538,,,,,
PP10,1,N,20121008T134900000,71,0.051479,91.670052,,,,,
PP10,1,N,20121008T135000000,70,0.038032,88.357924,,,,,
PP10,1,N,20121008T135100000,70,0.046761,90.147707,,,,,
PP10,1,N,20121008T135200000,999,999,87.851572,,,,,
PP10,1,N,20121008T135300000,999,999,89.206307,,,,,
PP10,1,N,20121008T135400000,999,999,91.536482,,,,,
PP10,1,N,20121008T135500000,67,0.099819,94.439401,,,,,
PP10,1,N,20121008T135600000,70,0.039847,94.150023,,,,,
PP10,1,N,20121008T135700000,71,0.042789,94.003443,,,,,
PP10,1,N,20121008T135800000,999,999,89.705573,,,,,
PP10,1,N,20121008T135900000,71,0.084099,91.344993,,,,,
PP10,1,N,20121008T140000000,999,999,93.600162,,,,,
PP10,1,N,20121008T140100000,999,999,93.768725,,,,,
PP10,1,N,20121008T140200000,999,999,91.201998,,,,,
PP10,2,R,20121008T142200000,999,999,106.332467,,,,,
PP10,2,R,20121008T142300000,999,999,108.556996,,,,,
PP10,2,R,20121008T142400000,999,999,112.065611,,,,,
PP10,2,R,20121008T142500000,999,999,111.655053,,,,,
PP10,2,R,20121008T142600000,999,999,108.477127,,,,,
PP10,2,R,20121008T142700000,999,999,97.821392,,,,,
PP10,2,I,20121008T143000000,999,999,109.473774,,,,,
PP10,2,I,20121008T143100000,999,999,114.884245,,,,,
PP10,2,I,20121008T143200000,999,999,110.134916,,,,,
PP10,2,I,20121008T143300000,999,999,107.431602,,,,,
PP10,2,I,20121008T143400000,999,999,101.480251,,,,,
PP10,2,I,20121008T143500000,999,999,99.124201,,,,,
PP10,2,I,20121008T143600000,999,999,98.110801,,,,,
PP10,2,I,20121008T143700000,999,999,99.557172,,,,,
PP10,2,I,20121008T143800000,999,999,97.779928,,,,,
PP10,2,I,20121008T143900000,999,999,100.626354,,,,,
PP10,2,I,20121008T144000000,999,999,101.03498,,,,,
PP10,2,I,20121008T144100000,999,999,100.352385,,,,,
PP10,2,I,20121008T144200000,999,999,105.463247,,,,,
PP10,2,I,20121008T144300000,999,999,106.74622,,,,,
PP10,2,I,20121008T144400000,999,999,102.707565,,,,,
PP10,2,I,20121008T144500000,999,999,106.923285,,,,,
PP10,2,I,20121008T144600000,999,999,107.87125,,,,,
PP10,2,I,20121008T144700000,999,999,108.620661,,,,,
PP10,2,I,20121008T144800000,999,999,105.881224,,,,,
PP10,2,I,20121008T144900000,999,999,101.888967,,,,,
PP10,2,I,20121008T145000000,999,999,107.380589,,,,,
PP10,2,I,20121008T145100000,999,999,108.185533,,,,,
PP10,2,I,20121008T145200000,999,999,109.657713,,,,,
PP10,2,I,20121008T145300000,999,999,108.254959,,,,,
PP10,2,I,20121008T145400000,999,999,106.41065,,,,,
PP10,2,I,20121008T145500000,999,999,109.874828,,,,,
PP10,2,I,20121008T145600000,999,999,107.662367,,,,,
PP10,2,I,20121008T145700000,999,999,109.300388,,,,,
PP10,2,I,20121008T145800000,999,999,105.219397,,,,,
PP10,2,I,20121008T145900000,999,999,114.441342,,,,,
PP10,2,I,20121008T150000000,999,999,999,,added,,,
PP10,2,I,20121008T150100000,999,999,999,,added,,,
PP10,2,I,20121008T150200000,999,999,999,,added,,,
PP10,2,I,20121008T150300000,999,999,999,,added,,,
PP10,2,I,20121008T150400000,999,999,999,,added,,,
PP10,2,I,20121008T150500000,999,999,999,,added,,,
PP10,2,I,20121008T150600000,999,999,999,,added,,,
PP10,2,I,20121008T150700000,999,999,999,,added,,,
PP10,2,I,20121008T150800000,999,999,999,,added,,,
PP10,2,I,20121008T150900000,999,999,999,,added,,,
PP10,2,I,20121008T151000000,999,999,999,,added,,,
PP10,3,R,20121008T153400000,999,999,106.256812,,,,,
PP10,3,R,20121008T153500000,999,999,113.95,,,,,
PP10,3,R,20121008T153600000,999,999,117.099844,,,,,
PP10,3,R,20121008T153700000,999,999,123.457543,,,,,
PP10,3,R,20121008T153800000,999,999,125.184397,,,,,
PP10,3,R,20121008T153900000,999,999,128.335045,,,,,
PP10,3,T,20121008T154300000,999,999,109.542684,,,,,
PP10,3,T,20121008T154400000,62,0.091866,123.407435,,,,,
PP10,3,T,20121008T154500000,64,0.084255,126.604151,,,,,
PP10,3,T,20121008T154600000,65,0.069123,128.490478,,,,,
PP10,3,T,20121008T154700000,66,0.074911,134.452256,,,,,
PP10,3,T,20121008T154800000,63,0.078162,127.442817,,,,,
PP10,3,T,20121008T154900000,63,0.079581,119.929514,,,,,
PP10,3,T,20121008T155000000,63,0.093727,119.883762,,,,,
PP10,3,T,20121008T155100000,999,999,118.128742,,,,,
PP10,3,T,20121008T155200000,64,0.098756,111.270538,,,,,
PP10,3,T,20121008T155300000,59,0.10853,112.485645,,,,,
PP10,3,T,20121008T155400000,64,0.094138,107.099593,,,,,
PP10,3,T,20121008T155500000,999,999,121.369086,,,,,
PP10,3,T,20121008T155600000,61,0.107459,125.057885,,,,,
PP10,3,T,20121008T155700000,999,999,109.627391,,,,,
PP10,3,T,20121008T155800000,69,0.078715,113.097822,,,,,
PP10,3,T,20121008T155900000,999,999,114.687361,,,,,
PP10,3,T,20121008T160000000,999,999,127.929269,,,,,
PP10,3,T,20121008T160100000,63,0.103922,115.706807,,,,,
PP10,3,T,20121008T160200000,999,999,113.581275,,,,,
PP10,3,T,20121008T160300000,64,0.086774,122.938144,,,,,
PP10,3,T,20121008T160400000,65,0.097842,111.766654,,,,,
PP10,3,T,20121008T160500000,999,999,126.294808,,,,,
PP10,3,T,20121008T160600000,999,999,120.743175,,,,,
PP10,3,T,20121008T160700000,62,0.102298,123.873634,,,,,
PP10,3,T,20121008T160800000,999,999,123.489918,,,,,
PP11,1,R,20121009T092300000,999,999,999,,added,,,
PP11,1,R,20121009T092400000,999,999,87.706447,,,,,
PP11,1,R,20121009T092500000,999,999,102.795558,,,,,
PP11,1,R,20121009T092600000,999,999,106.342855,,,,,
PP11,1,R,20121009T092700000,999,999,109.419625,,,,,
PP11,1,R,20121009T092800000,999,999,120.130975,,,,,
PP11,1,N,20121009T093500000,999,999,101.5835,,,,,
PP11,1,N,20121009T093600000,999,999,96.645293,,,,,
PP11,1,N,20121009T093700000,999,999,98.754896,,,,,
PP11,1,N,20121009T093800000,999,999,97.955567,,,,,
PP11,1,N,20121009T093900000,999,999,98.40549,,,,,
PP11,1,N,20121009T094000000,999,999,101.294947,,,,,
PP11,1,N,20121009T094100000,999,999,98.992592,,,,,
PP11,1,N,20121009T094200000,999,999,101.002557,,,,,
PP11,1,N,20121009T094300000,999,999,96.844811,,,,,
PP11,1,N,20121009T094400000,999,999,97.131795,,,,,
PP11,1,N,20121009T094500000,999,999,99.597638,,,,,
PP11,1,N,20121009T094600000,999,999,99.337542,,,,,
PP11,1,N,20121009T094700000,999,999,99.769408,,,,,
PP11,1,N,20121009T094800000,999,999,96.676862,,,,,
PP11,1,N,20121009T094900000,999,999,101.927317,,,,,
PP11,1,N,20121009T095000000,999,999,103.947795,,,,,
PP11,1,N,20121009T095100000,999,999,105.222476,,,,,
PP11,1,N,20121009T095200000,999,999,104.57098,,,,,
PP11,1,N,20121009T095300000,999,999,103.295609,,,,,
PP11,1,N,20121009T095400000,999,999,103.495127,,,,,
PP11,1,N,20121009T095500000,999,999,103.243301,,,,,
PP11,1,N,20121009T095600000,999,999,94.930071,,,,,
PP11,1,N,20121009T095700000,999,999,97.71798,,,,,
PP11,1,N,20121009T095800000,999,999,101.728447,,,,,
PP11,1,N,20121009T095900000,999,999,101.017541,,,,,
PP11,1,N,20121009T100000000,999,999,101.412851,,,,,
PP11,1,N,20121009T100100000,999,999,999,,added,,,
PP11,1,N,20121009T100200000,999,999,999,,added,,,
PP11,1,N,20121009T100300000,999,999,999,,added,,,
PP11,1,N,20121009T100400000,999,999,999,,added,,,
PP11,1,N,20121009T100500000,999,999,999,,added,,,
PP11,1,N,20121009T100600000,999,999,999,,added,,,
PP11,1,N,20121009T100700000,999,999,999,,added,,,
PP11,1,N,20121009T100800000,999,999,999,,added,,,
PP11,1,N,20121009T100900000,999,999,999,,added,,,
PP11,1,N,20121009T101000000,999,999,999,,added,,,
PP11,1,N,20121009T101100000,999,999,999,,added,,,
PP11,1,N,20121009T101200000,999,999,999,,added,,,
PP11,1,N,20121009T101300000,999,999,999,,added,,,
PP11,1,N,20121009T101400000,999,999,999,,added,,,
PP11,1,N,20121009T101500000,999,999,999,,added,,,
PP11,2,R,20121009T103100000,999,999,999,,added,,,
PP11,2,R,20121009T103200000,999,999,999,,added,,,
PP11,2,R,20121009T103300000,999,999,999,,added,,,
PP11,2,R,20121009T103400000,999,999,999,,added,,,
PP11,2,R,20121009T103500000,999,999,999,,added,,,
PP11,2,R,20121009T103600000,999,999,999,,added,,,
PP11,2,T,20121009T104200000,999,999,999,,added,,,
PP11,2,T,20121009T104300000,999,999,999,,added,,,
PP11,2,T,20121009T104400000,999,999,999,,added,,,
PP11,2,T,20121009T104500000,999,999,999,,added,,,
PP11,2,T,20121009T104600000,999,999,999,,added,,,
PP11,2,T,20121009T104700000,999,999,999,,added,,,
PP11,2,T,20121009T104800000,999,999,999,,added,,,
PP11,2,T,20121009T104900000,999,999,999,,added,,,
PP11,2,T,20121009T105000000,999,999,999,,added,,,
PP11,2,T,20121009T105100000,999,999,999,,added,,,
PP11,2,T,20121009T105200000,999,999,999,,added,,,
PP11,2,T,20121009T105300000,999,999,999,,added,,,
PP11,2,T,20121009T105400000,999,999,999,,added,,,
PP11,2,T,20121009T105500000,999,999,999,,added,,,
PP11,2,T,20121009T105600000,999,999,999,,added,,,
PP11,2,T,20121009T105700000,999,999,999,,added,,,
PP11,2,T,20121009T105800000,999,999,999,,added,,,
PP11,2,T,20121009T105900000,999,999,999,,added,,,
PP11,2,T,20121009T110000000,999,999,999,,added,,,
PP11,2,T,20121009T110100000,999,999,999,,added,,,
PP11,2,T,20121009T110200000,999,999,999,,added,,,
PP11,2,T,20121009T110300000,999,999,999,,added,,,
PP11,2,T,20121009T110400000,999,999,999,,added,,,
PP11,2,T,20121009T110500000,999,999,999,,added,,,
PP11,2,T,20121009T110600000,999,999,999,,added,,,
PP11,2,T,20121009T110700000,999,999,999,,added,,,
PP11,2,T,20121009T110800000,999,999,999,,added,,,
PP11,3,R,20121009T112700000,999,999,128.101156,,,,,
PP11,3,R,20121009T112800000,999,999,117.350012,,,,,
PP11,3,R,20121009T112900000,999,999,111.634588,,,,,
PP11,3,R,20121009T113000000,999,999,112.610841,,,,,
PP11,3,R,20121009T113100000,999,999,114.237305,,,,,
PP11,3,R,20121009T113200000,999,999,109.713162,,,,,
PP11,3,I,20121009T113500000,999,999,122.010345,,,,,
PP11,3,I,20121009T113600000,999,999,121.742423,,,,,
PP11,3,I,20121009T113700000,999,999,129.651929,,,,,
PP11,3,I,20121009T113800000,999,999,131.476145,,,,,
PP11,3,I,20121009T113900000,999,999,138.176485,,,,,
PP11,3,I,20121009T114000000,999,999,142.032033,,,,,
PP11,3,I,20121009T114100000,999,999,999,,added,,,
PP11,3,I,20121009T114200000,999,999,999,,added,,,
PP11,3,I,20121009T114300000,999,999,999,,added,,,
PP11,3,I,20121009T114400000,999,999,999,,added,,,
PP11,3,I,20121009T114500000,999,999,999,,added,,,
